tweet_id,text,rating_numerator,rating_denominator,name,jpg_url,img_num,probability_1,probability1_conf,probability1_dog,probability_2,probability2_conf,probability2_dog,probability_3,probability3_conf,probability3_dog,named_dog,retweet_count,favorite_count,display_text_range,tweet_url
890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic.       would risk a petting #BarkWeek ,13,10,Koda,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,samoyed,0.957979,True,pomeranian,0.0138835,True,chow,0.00816748,True,,6028.0,26259.0,130.0,https://t.co/dVPW0B0Mme
889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you.       terrifyingly good boy ,13,10,Bruno,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,french_bulldog,0.377417,True,labrador_retriever,0.151317,True,muzzle,0.0829811,False,,4076.0,23819.0,107.0,https://t.co/u1XPQMl29g
889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her.       ,13,10,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,pembroke,0.966327,True,cardigan,0.0273557,True,basenji,0.00463323,True,puppo,8183.0,40852.0,106.0,https://t.co/BxvuXk0UCm
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok.       would assist ,12,10,Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,french_bulldog,0.99165,True,boxer,0.00212864,True,staffordshire_bullterrier,0.00149818,True,,3647.0,23002.0,91.0,https://t.co/f8dEDcrKSR
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only.       puppared puppo #BarkWeek ,13,10,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,True,labrador_retriever,0.0138341,True,redbone,0.00795775,True,puppo,1852.0,12966.0,118.0,https://t.co/y70o6h3isq
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim.       fr*ckin frightening #BarkWeek ,13,10,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,saluki,0.0273507,True,,4356.0,21426.0,138.0,https://t.co/WpHvrQedPb
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys.       for both ,12,10,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,tibetan_mastiff,0.120184,True,labrador_retriever,0.105506,True,,3686.0,24886.0,86.0,https://t.co/chxruIOUJN
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.       would do my best ,13,10,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,labrador_retriever,0.184172,True,english_setter,0.0734817,True,,3458.0,21808.0,128.0,https://t.co/HTQ77yNQ5K
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive.       inspirational af ,13,10,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,siberian_husky,0.700377,True,eskimo_dog,0.166511,True,malamute,0.111411,True,,2837.0,16836.0,87.0,https://t.co/YnYAFCTTiK
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.       didn't want the job anyway ,12,10,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,,2841.0,18553.0,127.0,https://t.co/DK7iDPfuRX
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.       h*ckin strategic ,13,10,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.026236400000000003,True,,4439.0,25809.0,127.0,https://t.co/PhrUk20Q64
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor.       paw-inspiring af (IG: roxy.thedoxy) ,14,10,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,,9644.0,39453.0,108.0,https://t.co/20VrLAA8ba
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful.       someone help her ,13,10,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke,0.809197,True,rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,,14753.0,58570.0,99.0,https://t.co/cLyzpcUcMX
887343217045368832,You may not have known you needed to see this today.       please enjoy (IG: emmylouroo) ,13,10,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,mexican_hairless,0.330741,True,sea_lion,0.275645,False,weimaraner,0.134203,True,,8610.0,28710.0,88.0,https://t.co/WZqNqygEyV
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup.       would find her an environment to thrive in ,13,10,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,,6184.0,29529.0,101.0,https://t.co/I6oNy0CgiT
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed      , but he needs your help

 ",13,10,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,great_pyrenees,0.186136,True,dandie_dinmont,0.08634630000000001,True,,2574.0,10212.0,121.0,https://t.co/bVi0Yr4Cff
886680336477933568,This is Derek. He's late for a dog meeting.       pet...al to the metal ,13,10,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,,3665.0,19151.0,71.0,https://t.co/BCoWue0abA
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.       deep breaths Roscoe ,12,10,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog,0.999201,True,chihuahua,0.000361178,True,boston_bull,7.55616e-05,True,pupper,2570.0,17992.0,131.0,https://t.co/RGE08MIJox
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix.       someone assist Waffles ,13,10,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower_cap,0.0252856,False,siamese_cat,0.00284892,False,,5167.0,23833.0,94.0,https://t.co/xZDA9Qsq1O
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.       pls pet with caution ,12,10,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese_mountain_dog,0.00623915,True,,5502.0,27819.0,140.0,https://t.co/BuveP0uMF1
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.       would pat noggin approvingly ,13,10,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,labrador_retriever,0.265835,True,kuvasz,0.134697,True,,5228.0,30685.0,109.0,https://t.co/tp1kQ8i9JF
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.       ,13,10,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,siberian_husky,0.0717125,True,eskimo_dog,0.0557697,True,,3606.0,18674.0,134.0,https://t.co/44ItaMubBf
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it.       it's delightful, Earl ",12,10,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound,0.259916,True,american_staffordshire_terrier,0.198451,True,staffordshire_bullterrier,0.127725,True,,14718.0,65471.0,93.0,https://t.co/MYJvdlNRVa
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.       you're doing great Lola ,13,10,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,norwich_terrier,0.106075,True,norfolk_terrier,0.0373485,True,,4575.0,23674.0,118.0,https://t.co/74TKAUsLkO
884562892145688576,This is Kevin. He's just so happy.       what is your secret Kevin ,13,10,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,french_bulldog,0.404291,True,brabancon_griffon,0.0440019,True,,3823.0,20686.0,66.0,https://t.co/1r4MFCbCX5
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.       (IG: itselizabethgales) ",14,10,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True,,4715.0,23121.0,136.0,https://t.co/vvBOcC2VdC
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.       for dangerously dapper doggo ,12,10,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd,0.707046,True,malinois,0.199396,True,norwegian_elkhound,0.0491476,True,doggo,2456.0,17397.0,140.0,https://t.co/YSI00BzTBZ
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.       super good boy ,12,10,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,,2805.0,18574.0,137.0,https://t.co/V85xujjDDY
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey.   .     ",5,10,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,labrador_retriever,0.032409,True,kuvasz,0.00550072,True,,8098.0,38993.0,112.0,https://t.co/qjrljjt948
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.       heroic as h*ck ,13,10,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,tibetan_mastiff,0.00709872,True,newfoundland,0.00214033,True,floofer,3017.0,19347.0,139.0,https://t.co/rf661IFEYP
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.       confirmed great boy ,13,10,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,eskimo_dog,0.466778,True,siberian_husky,0.406044,True,dingo,0.07341439999999999,False,,3184.0,20396.0,108.0,https://t.co/tyER0KpdXj
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.       would let steal my girl ,12,10,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever,0.85005,True,chesapeake_bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,pupper,4025.0,24105.0,114.0,https://t.co/D43I96SlVu
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.       Phelps is nervous (IG: stanleythe_corgi) ,13,10,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,,4959.0,23873.0,136.0,https://t.co/Nx52PGwH94
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.       happy  th Alfy 🇺🇸 ,13,10,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,,9410.0,38156.0,114.0,https://t.co/fYP5RlutfA
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.       rest easy Koko ",13,10,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,,4002.0,24954.0,133.0,https://t.co/zeDpnsKX7w
881906580714921986,This is Rey. He's a Benebop Cumberfloof.       dangerously pettable ,12,10,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,weimaraner,0.291539,True,chesapeake_bay_retriever,0.278966,True,koala,0.12701700000000002,False,,2789.0,20805.0,67.0,https://t.co/503CgWbhxQ
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.       would boop intensely ,13,10,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,0.529012,True,afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,,8765.0,43226.0,115.0,https://t.co/7CSWCl8I6s
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds.       paw-inspiring af 
(IG: puffie_the_chow) ",14,10,"puppie_the_show,wylie",https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,samoyed,0.281463,True,angora,0.272066,False,persian_cat,0.114854,False,pupper,13142.0,42183.0,130.0,https://t.co/ghXBIIeQZF
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada   .       would pet ,12,10,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,False,indian_elephant,0.245646,False,ibex,0.0556607,False,,4384.0,19817.0,138.0,https://t.co/cgwJwowTMC
880935762899988482,This is Louis. He's crossing. It's a big deal.       h*ckin breathtaking ,13,10,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,,2280.0,14563.0,72.0,https://t.co/D0wb1GlKAt
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success.       would perform a sandy boop ,12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,,5121.0,24336.0,114.0,https://t.co/4VsFysDmiw
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.       would snug well ,12,10,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,,3403.0,22977.0,108.0,https://t.co/fUod0tVmvK
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.       ,13,10,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,,2870.0,19125.0,91.0,https://t.co/Qh5aEkRQm9
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead.       ,12,10,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,german_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,,2581.0,20078.0,90.0,https://t.co/IxM9IMKQq8
879415818425184262,This is Duddles. He did an attempt.       someone help him (vid by Georgia Felici) ,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,english_springer,0.383404,True,boston_bull,0.134967,True,cardigan,0.110481,True,,36704.0,90378.0,82.0,https://t.co/UDT7ZkcTgY
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.       would happily get blocked by ,12,10,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,0.663601,False,labrador_retriever,0.0334961,True,pembroke,0.0188266,True,,2607.0,14437.0,125.0,https://t.co/0gOi601EAa
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.       would still pet ,11,10,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,0.311861,False,window_screen,0.169123,False,egyptian_cat,0.132932,False,,3866.0,19220.0,132.0,https://t.co/2mJCDEJWdD
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere.       would protect at all costs ,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True,,2200.0,16285.0,94.0,https://t.co/YDtpCjIPKN
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.       would love back #PrideMonth ,13,10,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,ibizan_hound,0.0397246,True,puppo,3368.0,16579.0,126.0,https://t.co/lNZwgNO4gS
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still       tho. Help him out below

 ",13,10,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,appenzeller,0.12850699999999998,True,,1051.0,6582.0,140.0,https://t.co/245xJJElsY
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.       for all involved ,14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,french_bulldog,0.839097,True,boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,,5614.0,35866.0,115.0,https://t.co/cwtWnHMVpe
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed.       would tell again ,13,10,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeake_bay_retriever,0.8379559999999999,True,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True,,15512.0,67399.0,93.0,https://t.co/lsPyyAiF1r
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness.       would enjoy more shampoo options ,12,10,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,True,welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,,3103.0,19317.0,139.0,https://t.co/OYdDlfOGXP
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome.       for water resistant good boy ",13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki,0.5099670000000001,True,italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,,4262.0,23476.0,137.0,https://t.co/SHRTIo5pxc
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him.       would give congratulatory boop ,12,10,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,,4531.0,23188.0,128.0,https://t.co/4g4cfj3P4Y
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting.       would snug passionately ,12,10,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,tibetan_mastiff,0.08893480000000001,True,pupper,2755.0,17668.0,125.0,https://t.co/j211oCDRs6
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you.       super duper good boy ,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,irish_terrier,0.0373542,True,chow,0.016723599999999998,True,,1958.0,16071.0,127.0,https://t.co/26BXueUgbs
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches.       much excite ",13,10,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernese_mountain_dog,0.534327,True,saint_bernard,0.346312,True,greater_swiss_mountain_dog,0.0949327,True,,3836.0,23920.0,140.0,https://t.co/ejExJFq3ek
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level.       will steal your girl ",13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever,0.799551,True,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True,,3513.0,21460.0,125.0,https://t.co/V2WlACRJCN
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both       would not intervene ,13,10,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,siberian_husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False,,4080.0,18853.0,133.0,https://t.co/ogith9ejNj
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh.       would pat head approvingly ,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labrador_retriever,0.836052,True,staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,,3841.0,23808.0,92.0,https://t.co/lZhtizkURD
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too.       would sign modeling contract ,13,10,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,pupper,3412.0,22301.0,114.0,https://t.co/0YplNnSMEm
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.       #PrideMonth puppo ",13,10,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True,puppo,8416.0,29198.0,139.0,https://t.co/XBE0evJZ6V
873213775632977920,"This is Sierra. She's one precious pupper. Absolute      . Been in and out of ICU her whole life. Help Sierra below

 ",12,10,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeake_bay_retriever,0.0126763,True,pupper,1306.0,6135.0,140.0,https://t.co/Xp01EU3qyD
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad.       good to go doggo ,12,10,,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,labrador_retriever,0.476913,True,chesapeake_bay_retriever,0.174145,True,german_short-haired_pointer,0.0928614,True,doggo,4473.0,23380.0,132.0,https://t.co/EMYIdoblMR
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All       ",13,10,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,True,french_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,,3100.0,12699.0,140.0,https://t.co/17FVMl4VZ5
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana.       love is love is love... ,13,10,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,True,sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,,3004.0,17702.0,116.0,https://t.co/lUcpnZDPz9
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys...       ,12,10,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,pembroke,0.931861,True,cardigan,0.0377212,True,chihuahua,0.0119667,True,floofer,7519.0,34957.0,133.0,https://t.co/BZHiKx3FpQ
872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here.       blessed as h*ck ,13,10,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,chesapeake_bay_retriever,0.00735927,True,,,,,https://t.co/ejHvGDfWoa
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still       would happily get dunked on ,12,10,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,,6691.0,29368.0,126.0,https://t.co/PKSpmiefwN
